Canada, Period fertility rates by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 06/12/2021
Year    ARDY   Cohort        ASFR
2001     24     1977      0.06912
2001     25     1976      0.07961
2001     26     1975      0.09007
2001     27     1974      0.09895
2001     28     1973      0.10609
2001     29     1972      0.10968
2001     30     1971      0.11050
2001     31     1970      0.10687
2001     32     1969      0.09808
2001     33     1968      0.08701
2001     34     1967      0.07562
2001     35     1966      0.06401
2001     36     1965      0.05073
2001     37     1964      0.03958
2001     38     1963      0.03034
2001     39     1962      0.02196
2001     40     1961      0.01527
2001     41     1960      0.01022
2001     42     1959      0.00642
2001     43     1958      0.00380
2001     44     1957      0.00216
2001     45     1956      0.00104
2001     46     1955      0.00046
2001     47     1954      0.00021
2001     48     1953      0.00010
2001     49     1952      0.00005
2001     50     1951      0.00004
2001     51     1950      0.00003
2001     52     1949      0.00002
2001     53     1948      0.00001
2001     54     1947      0.00000
2001     55+    1946-     0.00000
2002     12-    1990+     0.00000
2002     13     1989      0.00001
2002     14     1988      0.00021
2002     15     1987      0.00135
2002     16     1986      0.00431
2002     17     1985      0.00970
2002     18     1984      0.01692
2002     19     1983      0.02604
2002     20     1982      0.03507
2002     21     1981      0.04260
2002     22     1980      0.04968
2002     23     1979      0.05780
2002     24     1978      0.06667
2002     25     1977      0.07625
2002     26     1976      0.08667
2002     27     1975      0.09672
2002     28     1974      0.10451
2002     29     1973      0.10762
2002     30     1972      0.10896
2002     31     1971      0.10588
2002     32     1970      0.09857
2002     33     1969      0.08810
2002     34     1968      0.07615
2002     35     1967      0.06425
2002     36     1966      0.05285
2002     37     1965      0.04076
2002     38     1964      0.03063
2002     39     1963      0.02299
2002     40     1962      0.01604
2002     41     1961      0.01052
2002     42     1960      0.00670
2002     43     1959      0.00390
2002     44     1958      0.00212
2002     45     1957      0.00097
2002     46     1956      0.00044
2002     47     1955      0.00022
2002     48     1954      0.00010
2002     49     1953      0.00004
2002     50     1952      0.00002
2002     51     1951      0.00003
2002     52     1950      0.00002
2002     53     1949      0.00001
2002     54     1948      0.00000
2002     55+    1947-     0.00000
2003     12-    1991+     0.00000
2003     13     1990      0.00001
2003     14     1989      0.00016
2003     15     1988      0.00123
2003     16     1987      0.00421
2003     17     1986      0.00907
2003     18     1985      0.01593
2003     19     1984      0.02510
2003     20     1983      0.03405
2003     21     1982      0.04096
2003     22     1981      0.04774
2003     23     1980      0.05620
2003     24     1979      0.06592
2003     25     1978      0.07625
2003     26     1977      0.08761
2003     27     1976      0.09755
2003     28     1975      0.10541
2003     29     1974      0.11096
2003     30     1973      0.11211
2003     31     1972      0.10869
2003     32     1971      0.10175
2003     33     1970      0.09109
2003     34     1969      0.08016
2003     35     1968      0.06946
2003     36     1967      0.05616
2003     37     1966      0.04348
2003     38     1965      0.03263
2003     39     1964      0.02411
2003     40     1963      0.01713
2003     41     1962      0.01124
2003     42     1961      0.00690
2003     43     1960      0.00404
2003     44     1959      0.00212
2003     45     1958      0.00100
2003     46     1957      0.00052
2003     47     1956      0.00025
2003     48     1955      0.00011
2003     49     1954      0.00005
2003     50     1953      0.00003
2003     51     1952      0.00003
2003     52     1951      0.00002
2003     53     1950      0.00001
2003     54     1949      0.00000
2003     55+    1948-     0.00000
2004     12-    1992+     0.00000
2004     13     1991      0.00001
2004     14     1990      0.00019
2004     15     1989      0.00118
2004     16     1988      0.00394
2004     17     1987      0.00905
2004     18     1986      0.01548
2004     19     1985      0.02330
2004     20     1984      0.03203
2004     21     1983      0.03999
2004     22     1982      0.04695
2004     23     1981      0.05402
2004     24     1980      0.06307
2004     25     1979      0.07466
2004     26     1978      0.08591
2004     27     1977      0.09566
2004     28     1976      0.10469
2004     29     1975      0.11126
2004     30     1974      0.11379
2004     31     1973      0.11063
2004     32     1972      0.10461
2004     33     1971      0.09492
2004     34     1970      0.08315
2004     35     1969      0.07160
2004     36     1968      0.05806
2004     37     1967      0.04461
2004     38     1966      0.03386
2004     39     1965      0.02514
2004     40     1964      0.01752
2004     41     1963      0.01170
2004     42     1962      0.00742
2004     43     1961      0.00435
2004     44     1960      0.00239
2004     45     1959      0.00120
2004     46     1958      0.00062
2004     47     1957      0.00031
2004     48     1956      0.00012
2004     49     1955      0.00005
2004     50     1954      0.00004
2004     51     1953      0.00003
2004     52     1952      0.00002
2004     53     1951      0.00001
2004     54     1950      0.00000
2004     55+    1949-     0.00000
2005     12-    1993+     0.00000
2005     13     1992      0.00001
2005     14     1991      0.00020
2005     15     1990      0.00122
2005     16     1989      0.00384
2005     17     1988      0.00865
2005     18     1987      0.01485
2005     19     1986      0.02307
2005     20     1985      0.03183
2005     21     1984      0.03912
2005     22     1983      0.04601
2005     23     1982      0.05359
2005     24     1981      0.06289
2005     25     1980      0.07394
2005     26     1979      0.08550
2005     27     1978      0.09596
2005     28     1977      0.10590
2005     29     1976      0.11192
2005     30     1975      0.11466
2005     31     1974      0.11340
2005     32     1973      0.10641
2005     33     1972      0.09673
2005     34     1971      0.08521
2005     35     1970      0.07379
2005     36     1969      0.06091
2005     37     1968      0.04727
2005     38     1967      0.03533
2005     39     1966      0.02578
2005     40     1965      0.01842
2005     41     1964      0.01254
2005     42     1963      0.00763
2005     43     1962      0.00432
2005     44     1961      0.00241
2005     45     1960      0.00121
2005     46     1959      0.00057
2005     47     1958      0.00026
2005     48     1957      0.00011
2005     49     1956      0.00007
2005     50     1955      0.00005
2005     51     1954      0.00003
2005     52     1953      0.00002
2005     53     1952      0.00001
2005     54     1951      0.00000
2005     55+    1950-     0.00000
2006     12-    1994+     0.00000
2006     13     1993      0.00001
2006     14     1992      0.00020
2006     15     1991      0.00120
2006     16     1990      0.00384
2006     17     1989      0.00877
2006     18     1988      0.01539
2006     19     1987      0.02402
2006     20     1986      0.03242
2006     21     1985      0.03918
2006     22     1984      0.04701
2006     23     1983      0.05509
2006     24     1982      0.06342
2006     25     1981      0.07389
2006     26     1980      0.08589
2006     27     1979      0.09790
2006     28     1978      0.10749
2006     29     1977      0.11466
2006     30     1976      0.11769
2006     31     1975      0.11596
2006     32     1974      0.11024
2006     33     1973      0.10082
2006     34     1972      0.08931
2006     35     1971      0.07711
2006     36     1970      0.06406
2006     37     1969      0.05034
2006     38     1968      0.03879
2006     39     1967      0.02821
2006     40     1966      0.01946
2006     41     1965      0.01301
2006     42     1964      0.00811
2006     43     1963      0.00480
2006     44     1962      0.00263
2006     45     1961      0.00124
2006     46     1960      0.00058
2006     47     1959      0.00029
2006     48     1958      0.00015
2006     49     1957      0.00007
2006     50     1956      0.00004
2006     51     1955      0.00003
2006     52     1954      0.00002
2006     53     1953      0.00001
2006     54     1952      0.00000
2006     55+    1951-     0.00000
2007     12-    1995+     0.00003
2007     13     1994      0.00003
2007     14     1993      0.00022
2007     15     1992      0.00121
2007     16     1991      0.00406
2007     17     1990      0.00913
2007     18     1989      0.01588
2007     19     1988      0.02462
2007     20     1987      0.03316
2007     21     1986      0.04068
2007     22     1985      0.04775
2007     23     1984      0.05491
2007     24     1983      0.06536
2007     25     1982      0.07620
2007     26     1981      0.08649
2007     27     1980      0.09794
2007     28     1979      0.10930
2007     29     1978      0.11680
2007     30     1977      0.12063
2007     31     1976      0.11878
2007     32     1975      0.11250
2007     33     1974      0.10337
2007     34     1973      0.09166
2007     35     1972      0.08101
2007     36     1971      0.06764
2007     37     1970      0.05330
2007     38     1969      0.04087
2007     39     1968      0.03043
2007     40     1967      0.02148
2007     41     1966      0.01413
2007     42     1965      0.00891
2007     43     1964      0.00519
2007     44     1963      0.00273
2007     45     1962      0.00137
2007     46     1961      0.00070
2007     47     1960      0.00032
2007     48     1959      0.00014
2007     49     1958      0.00011
2007     50     1957      0.00008
2007     51     1956      0.00004
2007     52     1955      0.00002
2007     53     1954      0.00001
2007     54     1953      0.00000
2007     55+    1952-     0.00000
2008     12-    1996+     0.00000
2008     13     1995      0.00001
2008     14     1994      0.00024
2008     15     1993      0.00138
2008     16     1992      0.00420
2008     17     1991      0.00919
2008     18     1990      0.01594
2008     19     1989      0.02457
2008     20     1988      0.03386
2008     21     1987      0.04131
2008     22     1986      0.04799
2008     23     1985      0.05596
2008     24     1984      0.06518
2008     25     1983      0.07650
2008     26     1982      0.08776
2008     27     1981      0.09848
2008     28     1980      0.10920
2008     29     1979      0.11707
2008     30     1978      0.11983
2008     31     1977      0.12035
2008     32     1976      0.11466
2008     33     1975      0.10485
2008     34     1974      0.09467
2008     35     1973      0.08206
2008     36     1972      0.06940
2008     37     1971      0.05560
2008     38     1970      0.04285
2008     39     1969      0.03254
2008     40     1968      0.02326
2008     41     1967      0.01536
2008     42     1966      0.00947
2008     43     1965      0.00523
2008     44     1964      0.00289
2008     45     1963      0.00152
2008     46     1962      0.00074
2008     47     1961      0.00040
2008     48     1960      0.00021
2008     49     1959      0.00008
2008     50     1958      0.00004
2008     51     1957      0.00005
2008     52     1956      0.00003
2008     53     1955      0.00001
2008     54     1954      0.00001
2008     55+    1953-     0.00000
2009     12-    1997+     0.00000
2009     13     1996      0.00001
2009     14     1995      0.00018
2009     15     1994      0.00126
2009     16     1993      0.00408
2009     17     1992      0.00909
2009     18     1991      0.01584
2009     19     1990      0.02407
2009     20     1989      0.03285
2009     21     1988      0.03993
2009     22     1987      0.04692
2009     23     1986      0.05420
2009     24     1985      0.06300
2009     25     1984      0.07425
2009     26     1983      0.08587
2009     27     1982      0.09777
2009     28     1981      0.10835
2009     29     1980      0.11625
2009     30     1979      0.12061
2009     31     1978      0.11977
2009     32     1977      0.11498
2009     33     1976      0.10473
2009     34     1975      0.09328
2009     35     1974      0.08277
2009     36     1973      0.06935
2009     37     1972      0.05572
2009     38     1971      0.04374
2009     39     1970      0.03337
2009     40     1969      0.02412
2009     41     1968      0.01642
2009     42     1967      0.01022
2009     43     1966      0.00595
2009     44     1965      0.00331
2009     45     1964      0.00166
2009     46     1963      0.00078
2009     47     1962      0.00039
2009     48     1961      0.00022
2009     49     1960      0.00012
2009     50     1959      0.00008
2009     51     1958      0.00007
2009     52     1957      0.00004
2009     53     1956      0.00002
2009     54     1955      0.00001
2009     55+    1954-     0.00000
2010     12-    1998+     0.00000
2010     13     1997      0.00001
2010     14     1996      0.00019
2010     15     1995      0.00117
2010     16     1994      0.00372
2010     17     1993      0.00867
2010     18     1992      0.01522
2010     19     1991      0.02258
2010     20     1990      0.03035
2010     21     1989      0.03678
2010     22     1988      0.04327
2010     23     1987      0.05124
2010     24     1986      0.06073
2010     25     1985      0.07080
2010     26     1984      0.08183
2010     27     1983      0.09429
2010     28     1982      0.10473
2010     29     1981      0.11204
2010     30     1980      0.11620
2010     31     1979      0.11776
2010     32     1978      0.11371
2010     33     1977      0.10466
2010     34     1976      0.09355
2010     35     1975      0.08272
2010     36     1974      0.07035
2010     37     1973      0.05677
2010     38     1972      0.04495
2010     39     1971      0.03394
2010     40     1970      0.02488
2010     41     1969      0.01719
2010     42     1968      0.01091
2010     43     1967      0.00630
2010     44     1966      0.00342
2010     45     1965      0.00160
2010     46     1964      0.00072
2010     47     1963      0.00038
2010     48     1962      0.00024
2010     49     1961      0.00014
2010     50     1960      0.00010
2010     51     1959      0.00010
2010     52     1958      0.00006
2010     53     1957      0.00002
2010     54     1956      0.00001
2010     55+    1955-     0.00000
2011     12-    1999+     0.00000
2011     13     1998      0.00001
2011     14     1997      0.00017
2011     15     1996      0.00109
2011     16     1995      0.00350
2011     17     1994      0.00790
2011     18     1993      0.01378
2011     19     1992      0.02122
2011     20     1991      0.02902
2011     21     1990      0.03509
2011     22     1989      0.04136
2011     23     1988      0.04921
2011     24     1987      0.05791
2011     25     1986      0.06866
2011     26     1985      0.08062
2011     27     1984      0.09253
2011     28     1983      0.10324
2011     29     1982      0.11130
2011     30     1981      0.11644
2011     31     1980      0.11749
2011     32     1979      0.11319
2011     33     1978      0.10474
2011     34     1977      0.09451
2011     35     1976      0.08278
2011     36     1975      0.07013
2011     37     1974      0.05719
2011     38     1973      0.04488
2011     39     1972      0.03503
2011     40     1971      0.02540
2011     41     1970      0.01720
2011     42     1969      0.01131
2011     43     1968      0.00673
2011     44     1967      0.00363
2011     45     1966      0.00185
2011     46     1965      0.00093
2011     47     1964      0.00053
2011     48     1963      0.00031
2011     49     1962      0.00016
2011     50     1961      0.00013
2011     51     1960      0.00010
2011     52     1959      0.00006
2011     53     1958      0.00002
2011     54     1957      0.00001
2011     55+    1956-     0.00000
2012     12-    2000+     0.00000
2012     13     1999      0.00001
2012     14     1998      0.00015
2012     15     1997      0.00097
2012     16     1996      0.00325
2012     17     1995      0.00767
2012     18     1994      0.01339
2012     19     1993      0.02057
2012     20     1992      0.02802
2012     21     1991      0.03394
2012     22     1990      0.04065
2012     23     1989      0.04711
2012     24     1988      0.05543
2012     25     1987      0.06718
2012     26     1986      0.07933
2012     27     1985      0.09172
2012     28     1984      0.10345
2012     29     1983      0.11259
2012     30     1982      0.11752
2012     31     1981      0.11749
2012     32     1980      0.11383
2012     33     1979      0.10615
2012     34     1978      0.09623
2012     35     1977      0.08495
2012     36     1976      0.07137
2012     37     1975      0.05849
2012     38     1974      0.04612
2012     39     1973      0.03502
2012     40     1972      0.02626
2012     41     1971      0.01812
2012     42     1970      0.01133
2012     43     1969      0.00692
2012     44     1968      0.00402
2012     45     1967      0.00192
2012     46     1966      0.00097
2012     47     1965      0.00055
2012     48     1964      0.00029
2012     49     1963      0.00019
2012     50     1962      0.00010
2012     51     1961      0.00003
2012     52     1960      0.00002
2012     53     1959      0.00001
2012     54     1958      0.00000
2012     55+    1957-     0.00000
2013     12-    2001+     0.00000
2013     13     2000      0.00001
2013     14     1999      0.00015
2013     15     1998      0.00096
2013     16     1997      0.00302
2013     17     1996      0.00697
2013     18     1995      0.01258
2013     19     1994      0.01903
2013     20     1993      0.02611
2013     21     1992      0.03245
2013     22     1991      0.03859
2013     23     1990      0.04538
2013     24     1989      0.05322
2013     25     1988      0.06443
2013     26     1987      0.07744
2013     27     1986      0.08933
2013     28     1985      0.10086
2013     29     1984      0.11016
2013     30     1983      0.11579
2013     31     1982      0.11849
2013     32     1981      0.11479
2013     33     1980      0.10636
2013     34     1979      0.09713
2013     35     1978      0.08535
2013     36     1977      0.07226
2013     37     1976      0.05846
2013     38     1975      0.04634
2013     39     1974      0.03574
2013     40     1973      0.02604
2013     41     1972      0.01799
2013     42     1971      0.01189
2013     43     1970      0.00713
2013     44     1969      0.00398
2013     45     1968      0.00215
2013     46     1967      0.00106
2013     47     1966      0.00059
2013     48     1965      0.00034
2013     49     1964      0.00015
2013     50     1963      0.00008
2013     51     1962      0.00006
2013     52     1961      0.00003
2013     53     1960      0.00001
2013     54     1959      0.00001
2013     55+    1958-     0.00000
2014     12-    2002+     0.00000
2014     13     2001      0.00001
2014     14     2000      0.00011
2014     15     1999      0.00077
2014     16     1998      0.00269
2014     17     1997      0.00615
2014     18     1996      0.01121
2014     19     1995      0.01795
2014     20     1994      0.02542
2014     21     1993      0.03202
2014     22     1992      0.03768
2014     23     1991      0.04447
2014     24     1990      0.05304
2014     25     1989      0.06343
2014     26     1988      0.07565
2014     27     1987      0.08913
2014     28     1986      0.10172
2014     29     1985      0.11143
2014     30     1984      0.11699
2014     31     1983      0.11934
2014     32     1982      0.11674
2014     33     1981      0.10833
2014     34     1980      0.09760
2014     35     1979      0.08674
2014     36     1978      0.07444
2014     37     1977      0.06006
2014     38     1976      0.04670
2014     39     1975      0.03583
2014     40     1974      0.02666
2014     41     1973      0.01855
2014     42     1972      0.01200
2014     43     1971      0.00713
2014     44     1970      0.00408
2014     45     1969      0.00222
2014     46     1968      0.00114
2014     47     1967      0.00058
2014     48     1966      0.00034
2014     49     1965      0.00017
2014     50     1964      0.00012
2014     51     1963      0.00013
2014     52     1962      0.00008
2014     53     1961      0.00003
2014     54     1960      0.00001
2014     55+    1959-     0.00000
2015     12-    2003+     0.00000
2015     13     2002      0.00000
2015     14     2001      0.00010
2015     15     2000      0.00066
2015     16     1999      0.00230
2015     17     1998      0.00570
2015     18     1997      0.01029
2015     19     1996      0.01633
2015     20     1995      0.02348
2015     21     1994      0.03007
2015     22     1993      0.03653
2015     23     1992      0.04314
2015     24     1991      0.05150
2015     25     1990      0.06187
2015     26     1989      0.07358
2015     27     1988      0.08654
2015     28     1987      0.09998
2015     29     1986      0.10997
2015     30     1985      0.11624
2015     31     1984      0.11849
2015     32     1983      0.11613
2015     33     1982      0.10902
2015     34     1981      0.09817
2015     35     1980      0.08842
2015     36     1979      0.07515
2015     37     1978      0.06040
2015     38     1977      0.04821
2015     39     1976      0.03651
2015     40     1975      0.02739
2015     41     1974      0.01920
2015     42     1973      0.01231
2015     43     1972      0.00760
2015     44     1971      0.00425
2015     45     1970      0.00228
2015     46     1969      0.00124
2015     47     1968      0.00065
2015     48     1967      0.00034
2015     49     1966      0.00024
2015     50     1965      0.00015
2015     51     1964      0.00006
2015     52     1963      0.00003
2015     53     1962      0.00001
2015     54     1961      0.00000
2015     55+    1960-     0.00000
2016     12-    2004+     0.00000
2016     13     2003      0.00001
2016     14     2002      0.00013
2016     15     2001      0.00072
2016     16     2000      0.00204
2016     17     1999      0.00477
2016     18     1998      0.00917
2016     19     1997      0.01473
2016     20     1996      0.02171
2016     21     1995      0.02860
2016     22     1994      0.03495
2016     23     1993      0.04180
2016     24     1992      0.04997
2016     25     1991      0.06046
2016     26     1990      0.07262
2016     27     1989      0.08582
2016     28     1988      0.09846
2016     29     1987      0.10908
2016     30     1986      0.11544
2016     31     1985      0.11860
2016     32     1984      0.11723
2016     33     1983      0.11034
2016     34     1982      0.10054
2016     35     1981      0.08848
2016     36     1980      0.07549
2016     37     1979      0.06220
2016     38     1978      0.04870
2016     39     1977      0.03739
2016     40     1976      0.02730
2016     41     1975      0.01866
2016     42     1974      0.01236
2016     43     1973      0.00780
2016     44     1972      0.00461
2016     45     1971      0.00228
2016     46     1970      0.00124
2016     47     1969      0.00066
2016     48     1968      0.00033
2016     49     1967      0.00022
2016     50     1966      0.00015
2016     51     1965      0.00008
2016     52     1964      0.00004
2016     53     1963      0.00002
2016     54     1962      0.00001
2016     55+    1961-     0.00000
2017     12-    2005+     0.00000
2017     13     2004      0.00001
2017     14     2003      0.00013
2017     15     2002      0.00063
2017     16     2001      0.00184
2017     17     2000      0.00443
2017     18     1999      0.00816
2017     19     1998      0.01373
2017     20     1997      0.02008
2017     21     1996      0.02585
2017     22     1995      0.03278
2017     23     1994      0.04011
2017     24     1993      0.04784
2017     25     1992      0.05767
2017     26     1991      0.06929
2017     27     1990      0.08167
2017     28     1989      0.09364
2017     29     1988      0.10485
2017     30     1987      0.11193
2017     31     1986      0.11533
2017     32     1985      0.11399
2017     33     1984      0.10782
2017     34     1983      0.09894
2017     35     1982      0.08852
2017     36     1981      0.07570
2017     37     1980      0.06179
2017     38     1979      0.04936
2017     39     1978      0.03800
2017     40     1977      0.02791
2017     41     1976      0.01944
2017     42     1975      0.01250
2017     43     1974      0.00778
2017     44     1973      0.00453
2017     45     1972      0.00242
2017     46     1971      0.00135
2017     47     1970      0.00072
2017     48     1969      0.00043
2017     49     1968      0.00025
2017     50     1967      0.00014
2017     51     1966      0.00009
2017     52     1965      0.00004
2017     53     1964      0.00002
2017     54     1963      0.00001
2017     55+    1962-     0.00000
2018     12-    2006+     0.00000
2018     13     2005      0.00001
2018     14     2004      0.00010
2018     15     2003      0.00064
2018     16     2002      0.00179
2018     17     2001      0.00383
2018     18     2000      0.00697
2018     19     1999      0.01155
2018     20     1998      0.01764
2018     21     1997      0.02353
2018     22     1996      0.02987
2018     23     1995      0.03658
2018     24     1994      0.04444
2018     25     1993      0.05426
2018     26     1992      0.06578
2018     27     1991      0.07829
2018     28     1990      0.09060
2018     29     1989      0.10139
2018     30     1988      0.10986
2018     31     1987      0.11450
2018     32     1986      0.11222
2018     33     1985      0.10613
2018     34     1984      0.09833
2018     35     1983      0.08797
2018     36     1982      0.07658
2018     37     1981      0.06266
2018     38     1980      0.04914
2018     39     1979      0.03845
2018     40     1978      0.02851
2018     41     1977      0.02009
2018     42     1976      0.01309
2018     43     1975      0.00816
2018     44     1974      0.00469
2018     45     1973      0.00239
2018     46     1972      0.00142
2018     47     1971      0.00079
2018     48     1970      0.00044
2018     49     1969      0.00027
2018     50     1968      0.00021
2018     51     1967      0.00017
2018     52     1966      0.00008
2018     53     1965      0.00003
2018     54     1964      0.00001
2018     55+    1963-     0.00000
2019     12-    2007+     0.00000
2019     13     2006      0.00001
2019     14     2005      0.00013
2019     15     2004      0.00062
2019     16     2003      0.00163
2019     17     2002      0.00350
2019     18     2001      0.00640
2019     19     2000      0.01086
2019     20     1999      0.01606
2019     21     1998      0.02168
2019     22     1997      0.02746
2019     23     1996      0.03403
2019     24     1995      0.04241
2019     25     1994      0.05149
2019     26     1993      0.06241
2019     27     1992      0.07477
2019     28     1991      0.08731
2019     29     1990      0.09932
2019     30     1989      0.10714
2019     31     1988      0.11185
2019     32     1987      0.11123
2019     33     1986      0.10548
2019     34     1985      0.09789
2019     35     1984      0.08753
2019     36     1983      0.07607
2019     37     1982      0.06330
2019     38     1981      0.04958
2019     39     1980      0.03848
2019     40     1979      0.02915
2019     41     1978      0.02037
2019     42     1977      0.01322
2019     43     1976      0.00813
2019     44     1975      0.00480
2019     45     1974      0.00265
2019     46     1973      0.00146
2019     47     1972      0.00077
2019     48     1971      0.00042
2019     49     1970      0.00028
2019     50     1969      0.00020
2019     51     1968      0.00013
2019     52     1967      0.00006
2019     53     1966      0.00002
2019     54     1965      0.00001
2019     55+    1964-     0.00000
